warning_light_id,warning_light_name,symbol_label,color,severity,stop_immediately,component_category,description,possible_causes,immediate_action,recommended_service_type,rag_ready_content,source_type,source_url,review_status
WL021,Tyre pressure low,tire pressure horseshoe exclamation,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",TIRES_WHEELS,"This dashboard symbol indicates tyre pressure low or a related status/fault in the tires wheels system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to tires wheels.,"Check tire pressure, inflate to placard value, and inspect for puncture or tire damage.",TIRE_PRESSURE_AND_TIRE_INSPECTION,"Warning light WL021: Tyre pressure low. Symbol label: tire pressure horseshoe exclamation. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: tires_wheels. Meaning: This dashboard symbol indicates tyre pressure low or a related status/fault in the tires wheels system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to tires wheels. Immediate action: Check tire pressure, inflate to placard value, and inspect for puncture or tire damage. Recommended service type: tire_pressure_and_tire_inspection.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL022,Sidelight information,side light indicator,GREEN_BLUE_AMBER,INFORMATIONAL,No.,EXTERIOR_LIGHTING,"This dashboard symbol indicates sidelight information or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Warning light WL022: Sidelight information. Symbol label: side light indicator. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates sidelight information or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: exterior_lighting_check_or_repair.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL023,Exterior light faults,bulb failure warning,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",EXTERIOR_LIGHTING,"This dashboard symbol indicates exterior light faults or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Warning light WL023: Exterior light faults. Symbol label: bulb failure warning. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates exterior light faults or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL024,Brake lights warning,brake lamp warning,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",EXTERIOR_LIGHTING,"This dashboard symbol indicates brake lights warning or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Warning light WL024: Brake lights warning. Symbol label: brake lamp warning. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates brake lights warning or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL025,Diesel particulate filter warning,diesel particulate filter,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",ENGINE_EMISSIONS,"This dashboard symbol indicates diesel particulate filter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",ENGINE_EMISSIONS_DIAGNOSTIC,"Warning light WL025: Diesel particulate filter warning. Symbol label: diesel particulate filter. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: engine_emissions. Meaning: This dashboard symbol indicates diesel particulate filter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: engine_emissions_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL026,Trailer tow hitch warning,trailer tow hitch,GREEN_BLUE_AMBER,INFORMATIONAL,No.,TOWING_TRAILER,"This dashboard symbol indicates trailer tow hitch warning or a related status/fault in the towing trailer system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to towing trailer.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,TRAILER_TOW_HITCH_INSPECTION,"Warning light WL026: Trailer tow hitch warning. Symbol label: trailer tow hitch. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: towing_trailer. Meaning: This dashboard symbol indicates trailer tow hitch warning or a related status/fault in the towing trailer system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to towing trailer. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: trailer_tow_hitch_inspection.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL027,Air suspension warning,air suspension,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",SUSPENSION,"This dashboard symbol indicates air suspension warning or a related status/fault in the suspension system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to suspension.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",SUSPENSION_SYSTEM_DIAGNOSTIC,"Warning light WL027: Air suspension warning. Symbol label: air suspension. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: suspension. Meaning: This dashboard symbol indicates air suspension warning or a related status/fault in the suspension system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to suspension. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: suspension_system_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL028,Lane departure warning,lane departure lines,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",ADAS_DRIVER_ASSISTANCE,"This dashboard symbol indicates lane departure warning or a related status/fault in the adas driver assistance system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to adas driver assistance.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",ADAS_CAMERA_RADAR_DIAGNOSTIC,"Warning light WL028: Lane departure warning. Symbol label: lane departure lines. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: adas_driver_assistance. Meaning: This dashboard symbol indicates lane departure warning or a related status/fault in the adas driver assistance system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to adas driver assistance. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: adas_camera_radar_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL029,Catalytic converter warning,catalytic converter heat,RED_AMBER,URGENT_SERVICE,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",ENGINE_EMISSIONS,"This dashboard symbol indicates catalytic converter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",ENGINE_EMISSIONS_DIAGNOSTIC,"Warning light WL029: Catalytic converter warning. Symbol label: catalytic converter heat. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: engine_emissions. Meaning: This dashboard symbol indicates catalytic converter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: engine_emissions_diagnostic.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL030,Seat belt not on,seat belt reminder,RED_AMBER,INFORMATIONAL,No.,SEAT_BELT_SAFETY,"This dashboard symbol indicates seat belt not on or a related status/fault in the seat belt safety system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to seat belt safety.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,SEAT_BELT_SENSOR_INSPECTION,"Warning light WL030: Seat belt not on. Symbol label: seat belt reminder. Color: red/amber. Severity: informational. Stop immediately: No.. Component category: seat_belt_safety. Meaning: This dashboard symbol indicates seat belt not on or a related status/fault in the seat belt safety system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to seat belt safety. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: seat_belt_sensor_inspection.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL031,Parking brake light,parking brake P circle,RED_AMBER,URGENT_SERVICE,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",BRAKE_SYSTEM,"This dashboard symbol indicates that the parking brake is engaged or that there may be a fault in the parking brake or braking system. If the light remains on after releasing the parking brake, the brake system should be inspected.",Parking brake engaged; low brake fluid; parking brake switch fault; electronic parking brake actuator fault; brake system sensor fault; wiring fault; or system-specific brake control-module fault.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",BRAKE_SYSTEM_INSPECTION,"Warning light WL031: Parking brake light. Symbol label: parking brake P circle. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates parking brake light or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL032,Battery/alternator warning,battery charging system,RED_AMBER,URGENT_OR_IMMEDIATE_STOP,"Yes if red, persistent, or accompanied by abnormal vehicle behavior.",ELECTRICAL_CHARGING,"This dashboard symbol indicates battery/alternator warning or a related status/fault in the electrical charging system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to electrical charging.,Reduce electrical load and drive only to a safe service location if stable; stop if electrical systems or engine operation become unstable.,BATTERY_CHARGING_SYSTEM_TEST,"Warning light WL032: Battery/alternator warning. Symbol label: battery charging system. Color: red/amber. Severity: urgent_or_immediate_stop. Stop immediately: Yes if red, persistent, or accompanied by abnormal vehicle behavior.. Component category: electrical_charging. Meaning: This dashboard symbol indicates battery/alternator warning or a related status/fault in the electrical charging system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to electrical charging. Immediate action: Reduce electrical load and drive only to a safe service location if stable; stop if electrical systems or engine operation become unstable. Recommended service type: battery_charging_system_test.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL033,Parking assist,parking assist sonar P,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",PARKING_ASSIST_CAMERA,"This dashboard symbol indicates parking assist or a related status/fault in the parking assist camera system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to parking assist camera.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",PARKING_ASSIST_SENSOR_CHECK,"Warning light WL033: Parking assist. Symbol label: parking assist sonar P. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: parking_assist_camera. Meaning: This dashboard symbol indicates parking assist or a related status/fault in the parking assist camera system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to parking assist camera. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: parking_assist_sensor_check.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL034,Service required,service required wrench,GREEN_BLUE_AMBER,INFORMATIONAL,No.,SCHEDULED_MAINTENANCE,"This dashboard symbol indicates service required or a related status/fault in the scheduled maintenance system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to scheduled maintenance.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,SCHEDULED_MAINTENANCE,"Warning light WL034: Service required. Symbol label: service required wrench. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: scheduled_maintenance. Meaning: This dashboard symbol indicates service required or a related status/fault in the scheduled maintenance system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to scheduled maintenance. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: scheduled_maintenance.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL035,Adaptive lighting,adaptive headlight,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",EXTERIOR_LIGHTING,"This dashboard symbol indicates adaptive lighting or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Warning light WL035: Adaptive lighting. Symbol label: adaptive headlight. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates adaptive lighting or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL036,Headlight range control,headlight range adjustment,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",EXTERIOR_LIGHTING,"This dashboard symbol indicates headlight range control or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Warning light WL036: Headlight range control. Symbol label: headlight range adjustment. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates headlight range control or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL037,Rear spoiler warning,rear spoiler,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",BODY_ROOF_SPOILER,"This dashboard symbol indicates rear spoiler warning or a related status/fault in the body roof spoiler system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body roof spoiler.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",BODY_ROOF_SPOILER_INSPECTION,"Warning light WL037: Rear spoiler warning. Symbol label: rear spoiler. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: body_roof_spoiler. Meaning: This dashboard symbol indicates rear spoiler warning or a related status/fault in the body roof spoiler system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body roof spoiler. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: body_roof_spoiler_inspection.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
WL038,Convertible roof warning,convertible roof,AMBER_YELLOW,SERVICE_SOON,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",BODY_ROOF_SPOILER,"This dashboard symbol indicates convertible roof warning or a related status/fault in the body roof spoiler system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body roof spoiler.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",BODY_ROOF_SPOILER_INSPECTION,"Warning light WL038: Convertible roof warning. Symbol label: convertible roof. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: body_roof_spoiler. Meaning: This dashboard symbol indicates convertible roof warning or a related status/fault in the body roof spoiler system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body roof spoiler. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: body_roof_spoiler_inspection.",STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED
