service_type_id,recommended_service_type,component_category,urgency_level,typical_customer_message,typical_action,business_user,expected_value,evidence_level_required,rag_ready_content,source_type,source_url,review_status
SV023,RAIN_SENSOR_WIPER_SYSTEM_CHECK,VISIBILITY_SENSORS_WIPERS,INFORMATIONAL,Driver reports one of these symbols: WL061 Rain sensors; WL064 Auto windshield wiping.,"Route the case to rain sensor wiper system check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: rain_sensor_wiper_system_check. Categories: visibility_sensors_wipers. Urgency: informational. Related warning lights: WL061 Rain sensors; WL064 Auto windshield wiping. Action: Route the case to rain sensor wiper system check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV024,SCHEDULED_MAINTENANCE,SCHEDULED_MAINTENANCE,INFORMATIONAL,Driver reports one of these symbols: WL034 Service required.,"Route the case to scheduled maintenance; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: scheduled_maintenance. Categories: scheduled_maintenance. Urgency: informational. Related warning lights: WL034 Service required. Action: Route the case to scheduled maintenance; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV025,SEAT_BELT_SENSOR_INSPECTION,SEAT_BELT_SAFETY,INFORMATIONAL,Driver reports one of these symbols: WL030 Seat belt not on.,"Route the case to seat belt sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: seat_belt_sensor_inspection. Categories: seat_belt_safety. Urgency: informational. Related warning lights: WL030 Seat belt not on. Action: Route the case to seat belt sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV026,STABILITY_CONTROL_DIAGNOSTIC,STABILITY_TRACTION_CONTROL,URGENT_OR_IMMEDIATE_STOP,Driver reports one of these symbols: WL060 Stability control off.,"Route the case to stability control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: stability_control_diagnostic. Categories: stability_traction_control. Urgency: urgent_or_immediate_stop. Related warning lights: WL060 Stability control off. Action: Route the case to stability control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV027,STEERING_SYSTEM_DIAGNOSTIC,STEERING,INFORMATIONAL,Driver reports one of these symbols: WL019 Steering lock warning.,"Route the case to steering system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: steering_system_diagnostic. Categories: steering. Urgency: informational. Related warning lights: WL019 Steering lock warning. Action: Route the case to steering system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV028,SUSPENSION_SYSTEM_DIAGNOSTIC,SUSPENSION,SERVICE_SOON,Driver reports one of these symbols: WL027 Air suspension warning; WL056 Suspension dampers.,"Route the case to suspension system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: suspension_system_diagnostic. Categories: suspension. Urgency: service_soon. Related warning lights: WL027 Air suspension warning; WL056 Suspension dampers. Action: Route the case to suspension system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV029,TIRE_PRESSURE_AND_TIRE_INSPECTION,TIRES_WHEELS,SERVICE_SOON,Driver reports one of these symbols: WL021 Tyre pressure low.,"Route the case to tire pressure and tire inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: tire_pressure_and_tire_inspection. Categories: tires_wheels. Urgency: service_soon. Related warning lights: WL021 Tyre pressure low. Action: Route the case to tire pressure and tire inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV030,TRAILER_TOW_HITCH_INSPECTION,TOWING_TRAILER,INFORMATIONAL,Driver reports one of these symbols: WL026 Trailer tow hitch warning.,"Route the case to trailer tow hitch inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: trailer_tow_hitch_inspection. Categories: towing_trailer. Urgency: informational. Related warning lights: WL026 Trailer tow hitch warning. Action: Route the case to trailer tow hitch inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV031,TRANSMISSION_POWERTRAIN_DIAGNOSTIC,TRANSMISSION_POWERTRAIN,URGENT_OR_IMMEDIATE_STOP,Driver reports one of these symbols: WL054 Automatic gearbox warning.,"Route the case to transmission powertrain diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: transmission_powertrain_diagnostic. Categories: transmission_powertrain. Urgency: urgent_or_immediate_stop. Related warning lights: WL054 Automatic gearbox warning. Action: Route the case to transmission powertrain diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV032,TRUNK_LATCH_SENSOR_INSPECTION,BODY_CLOSURES,SERVICE_SOON,Driver reports one of these symbols: WL059 Boot open.,"Route the case to trunk latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: trunk_latch_sensor_inspection. Categories: body_closures. Urgency: service_soon. Related warning lights: WL059 Boot open. Action: Route the case to trunk latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV033,TURN_SIGNAL_LIGHTING_CHECK,EXTERIOR_LIGHTING,INFORMATIONAL,Driver reports one of these symbols: WL007 Direction indicators.,"Route the case to turn signal lighting check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: turn_signal_lighting_check. Categories: exterior_lighting. Urgency: informational. Related warning lights: WL007 Direction indicators. Action: Route the case to turn signal lighting check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
SV034,WASHER_FLUID_REFILL_OR_LEAK_CHECK,VISIBILITY_WIPERS,INFORMATIONAL,Driver reports one of these symbols: WL004 Washer fluid low.,"Route the case to washer fluid refill or leak check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",USED_CAR_PLATFORM_REPAIR_NETWORK_FLEET_OPERATOR_INSURANCE_ROADSIDE_ASSISTANCE,"Standardizes warning-light triage, recall evidence lookup, and service prioritization for Power BI and RAG outputs.",WARNING_LIGHT_CATALOG_PLUS_VEHICLE_CONTEXT_PLUS_RECALL_MATCH_WHEN_AVAILABLE,"Maintenance service map: washer_fluid_refill_or_leak_check. Categories: visibility_wipers. Urgency: informational. Related warning lights: WL004 Washer fluid low. Action: Route the case to washer fluid refill or leak check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION
