"search_key","document_id","source_type","source_id","warning_light_id","warning_light_name","make","model","model_year","component_category","severity","recommended_service_type","content","source_url","image_path","review_status"
recall-RC0059,recall:RC0059,NHTSA_RECALLS_API,RC0059,WL033,Parking assist,Honda,Pilot,2019,PARKING_ASSIST_CAMERA,SERVICE_SOON,PARKING_ASSIST_SENSOR_CHECK,"Recall record RC0059. Campaign 23V431000. Vehicle: Honda Pilot 2019. Component: BACK OVER PREVENTION:DISPLAY FUNCTION. Defect summary: Honda (American Honda Motor Co.) is recalling certain 2018-2023 Odyssey, 2019-2022 Pilot, and 2019-2023 Passport vehicles. Due to a faulty Media Oriented Systems Transport (MOST) communication coaxial cable connector, the rearview camera image may not appear on the display. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility."" Consequence: A rearview camera that does not display an image can reduce the driver's rear view, increasing the risk of a crash or injury. Remedy: Dealers will replace the MOST cable harness and install a straightening cover over the vehicle cable connector, free of charge. Owner notification letters were mailed July 24, 2023. Owners may contact Honda customer service at 1-888-234-2138. Honda's numbers for this recall are EEL, ZEM, and SFC. Related warning light: WL033 (Parking assist). Recommended service route: parking_assist_sensor_check.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Honda&model=Pilot&modelYear=2019,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0060,recall:RC0060,NHTSA_RECALLS_API,RC0060,WL048,Temperature warning,Honda,Pilot,2019,ENGINE_COOLING,IMMEDIATE_STOP_WHEN_RED,COOLING_SYSTEM_INSPECTION,"Recall record RC0060. Campaign 23V751000. Vehicle: Honda Pilot 2019. Component: ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL. Defect summary: Honda (American Honda Motor Co.) is recalling certain 2015-2020 Acura TLX, 2016-2020 Acura MDX, 2016 and 2018-2019 Pilot, 2017 and 2019 Ridgeline, and 2018-2019 Odyssey vehicles. Due to a manufacturing error, the connecting rod bearing in the engine may wear and seize, damaging the engine. Consequence: A damaged engine may run improperly or stall while driving, increasing the risk of a fire, crash, or injury. Remedy: Dealers will inspect and repair, or replace the engine as necessary, free of charge. Owner letters were mailed March 28, 2024. 2016-2017 Acura MDX owner letters were mailed November 1, 2024. 2016-2020 Acura MDX owner letters are expected to be mailed in mid-December 2024. Honda began mailing owner notification letters as of March 18, 2024. 2015-2016 Acura owner letters are expected to be mailed mid-December 2024, 2018 Acura TLX owner letters are expected to be mailed the end of March/early April 2024, 2019 Acura TLX owner letters are expected to be mailed mid-May 2024, 2020 Acura TLX owner letters are expected to be mailed mid-June 2024, and 2016-2020 Acura MDX owner letters are expected to be mailed January 27, 2025. Owners may contact Honda customer service at 1-888-234-2138. Honda's numbers for these recalls are XG1 and GG0. Related warning light: WL048 (Temperature warning). Recommended service route: cooling_system_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Honda&model=Pilot&modelYear=2019,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0061,recall:RC0061,NHTSA_RECALLS_API,RC0061,WL053,Low fuel,Honda,Pilot,2019,FUEL_SYSTEM,URGENT_IF_LEAK_OR_SMELL,FUEL_REFILL_OR_LEVEL_SENSOR_CHECK,"Recall record RC0061. Campaign 23V858000. Vehicle: Honda Pilot 2019. Component: FUEL SYSTEM, GASOLINE:DELIVERY:FUEL PUMP. Defect summary: Honda (American Honda Motor Co.) is recalling certain 2013-2023 Honda Accord, Civic Coupe, Civic Sedan, Civic Hatchback, Civic Type R, CR-V, HR-V, Ridgeline, Odyssey, Acura ILX, MDX, MDX Hybrid, RDX, RLX, TLX, 2019-2022 Honda Insight, Passport, 2020 Honda CR-V Hybrid, 2018-2019 Honda Clarity PHEV, Fit, and 2015-2020 Honda Accord Hybrid, Pilot, Acura NSX vehicles. The fuel pump inside the fuel tank may fail. Consequence: Fuel pump failure can cause an engine stall while driving, increasing the risk of a crash. Remedy: Dealers will replace the fuel pump module, free of charge. Owner letters were mailed September 6, 2024. Owners may contact Honda customer service at 1-888-234-2138. Honda's numbers for this recall are KGC and KGD. This recall is an expansion of NHTSA recall numbers 21V-215 and 20V-314. Related warning light: WL053 (Low fuel). Recommended service route: fuel_refill_or_level_sensor_check.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Honda&model=Pilot&modelYear=2019,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0062,recall:RC0062,NHTSA_RECALLS_API,RC0062,WL039,Airbag warning,Honda,Pilot,2019,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,"Recall record RC0062. Campaign 26V332000. Vehicle: Honda Pilot 2019. Component: AIR BAGS:SENSOR:OCCUPANT CLASSIFICATION:FRONT PASSENGER. Defect summary: Honda (American Honda Motor Co.) is recalling certain 2018-2021, 2023 Acura TLX, 2019-2024 RDX, 2017-2020, 2022-2026 MDX, 2017-2021, 2023, 2025 Honda Ridgeline, 2017-2022 Pilot, 2019-2021 Passport, 2018-2026 Odyssey, 2019-2022 Insight, 2019-2021 HR-V, 2018-2020 Fit, 2020-2022 CR-V Hybrid, 2017-2022 CR-V, 2017-2018, 2021 Civic Type R, 2017-2021 Civic hatchback, 2016-2020 Civic coupe, 2016-2022 Civic, 2017-2022 Accord Hybrid, and 2016-2022 Accord vehicles. The front passenger seat weight sensor may crack and short circuit, which can cause the air bags to deploy unintentionally during a crash. Consequence: Air bags that deploy unintentionally during a crash increase the risk of injury. Remedy: Dealers will replace the seat weight sensors, free of charge. Owner notification letters are expected to be mailed July 6, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's numbers for this recall are BOL, WO9, OOA, WOM, XOH, NOC, POD, BOE, UOF, POB, EOG, AOI, QO8, TOJ, DO7, and SOK. This recall expands previous NHTSA recall number 24V064. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning May 29, 2026. Related warning light: WL039 (Airbag warning). Recommended service route: airbag_srs_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Honda&model=Pilot&modelYear=2019,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0063,recall:RC0063,NHTSA_RECALLS_API,RC0063,WL060,Stability control off,Ford,Escape,2021,STABILITY_TRACTION_CONTROL,URGENT_SERVICE,STABILITY_CONTROL_DIAGNOSTIC,"Recall record RC0063. Campaign 21V869000. Vehicle: Ford Escape 2021. Component: ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY. Defect summary: Ford Motor Company (Ford) is recalling one 2021 Escape vehicle equipped with a 2.5L hybrid powertrain. The high voltage battery may fail, resulting in a sudden loss of drive power. Consequence: A sudden loss of drive power increases the risk of a crash. Remedy: A dealer will replace the high voltage battery, free of charge. The owner notification letters were mailed December 1, 2021. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 21S48. Related warning light: WL060 (Stability control off). Recommended service route: stability_control_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0064,recall:RC0064,NHTSA_RECALLS_API,RC0064,WL062,Engine/emissions warning,Ford,Escape,2021,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0064. Campaign 21V625000. Vehicle: Ford Escape 2021. Component: FUEL SYSTEM, GASOLINE:DELIVERY:FUEL PUMP:CONTROL/DRIVE MODULE. Defect summary: Ford Motor Company (Ford) is recalling certain 2021 Escape, Lincoln Corsair, and 2021-2022 Bronco Sport vehicles. The fuel delivery module may leak inside the fuel tank, causing low fuel pressure which could result in an engine stall. Consequence: An engine stall increases the risk of a crash. Remedy: Dealers will replace the fuel delivery module, free of charge. Interim notification letters (remedy not available) were mailed on September 30, 2021. Owner notification letters were mailed on December 14, 2021. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 21S38. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0065,recall:RC0065,NHTSA_RECALLS_API,RC0065,WL040,Handbrakes warning,Ford,Escape,2021,BRAKE_SYSTEM,URGENT_SERVICE,BRAKE_SYSTEM_INSPECTION,"Recall record RC0065. Campaign 21V922000. Vehicle: Ford Escape 2021. Component: SERVICE BRAKES, HYDRAULIC:FOUNDATION COMPONENTS:DISC:CALIPER. Defect summary: Ford Motor Company (Ford) is recalling certain 2021-2022 Bronco Sport and Escape vehicles. The rear brake linings may have been manufactured incorrectly, which can affect braking performance. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 135, ""Light Vehicle Brake Systems."" Consequence: During certain situations, the driver may have to apply more brake pedal force, and the distance required to stop the vehicle may be extended, increasing the risk of a crash. Remedy: Dealers will replace the front brake pads, free of charge. Owner notification letters were mailed August 17, 2022. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 21C31. Related warning light: WL040 (Handbrakes warning). Recommended service route: brake_system_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0066,recall:RC0066,NHTSA_RECALLS_API,RC0066,WL060,Stability control off,Ford,Escape,2021,STABILITY_TRACTION_CONTROL,URGENT_SERVICE,STABILITY_CONTROL_DIAGNOSTIC,"Recall record RC0066. Campaign 22V149000. Vehicle: Ford Escape 2021. Component: ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY. Defect summary: Ford Motor Company (Ford) is recalling certain 2022 Corsair and 2021-2022 Escape vehicles equipped with a 2.5L Hybrid powertrain. The high voltage battery may fail, resulting in a sudden loss of drive power. Consequence: A sudden loss of drive power increases the risk of a crash. Remedy: Dealers will replace the high voltage battery, free of charge. Owner notification letters were mailed March 28, 2022. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 21S48. Related warning light: WL060 (Stability control off). Recommended service route: stability_control_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0067,recall:RC0067,NHTSA_RECALLS_API,RC0067,WL048,Temperature warning,Ford,Escape,2021,ENGINE_COOLING,IMMEDIATE_STOP_WHEN_RED,COOLING_SYSTEM_INSPECTION,"Recall record RC0067. Campaign 22V191000. Vehicle: Ford Escape 2021. Component: ENGINE AND ENGINE COOLING:ENGINE:OIL/LUBRICATION. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2022 Escape and 2021-2022 Bronco Sport vehicles equipped with 1.5L engines. The engine oil separator housing may crack and develop an oil leak. Consequence: An oil leak in the presence of an ignition source such as hot engine or exhaust components, can increase the risk of a fire. Remedy: Dealers will inspect the oil separator for damage or oil leaks, and replace the oil separator and seals, as necessary, free of charge. Owner notification letters were mailed April 18, 2022. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 22S21. Related warning light: WL048 (Temperature warning). Recommended service route: cooling_system_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0068,recall:RC0068,NHTSA_RECALLS_API,RC0068,WL048,Temperature warning,Ford,Escape,2021,ENGINE_COOLING,IMMEDIATE_STOP_WHEN_RED,COOLING_SYSTEM_INSPECTION,"Recall record RC0068. Campaign 22V484000. Vehicle: Ford Escape 2021. Component: ENGINE AND ENGINE COOLING. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2022 Escape, 2021-2022 Lincoln Corsair, and 2022 Maverick vehicles equipped with 2.5L HEV or PHEV engines. In the event of an engine failure, engine oil and fuel vapor may be released into the engine compartment and accumulate near ignition sources such as hot engine or exhaust components, possibly resulting in an engine compartment fire. Consequence: An engine compartment fire increases the risk of injury. Remedy: Owners are advised to park and shut off the engine as quickly as possible if they hear unexpected engine noises, notice a reduction in vehicle power, or see smoke. Dealers will modify the under engine shield and active grille shutter, free of charge. Owner notification letters were mailed August 19, 2022. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 22S47. Related warning light: WL048 (Temperature warning). Recommended service route: cooling_system_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0069,recall:RC0069,NHTSA_RECALLS_API,RC0069,WL062,Engine/emissions warning,Ford,Escape,2021,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0069. Campaign 22V859000. Vehicle: Ford Escape 2021. Component: FUEL SYSTEM, GASOLINE:FUEL INJECTION SYSTEM. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2023 Escape and 2021-2023 Bronco Sport vehicles equipped with 1.5L engines. A fuel injector may crack and leak fuel inside the engine compartment. Consequence: A fuel leak in the presence of an ignition source such as hot engine or exhaust components, can increase the risk of a fire. Remedy: Dealers will update the engine control software to include fuel injector leak detection and install a drain tube, free of charge. Interim owner notification letters informing owners of the safety risk were mailed January 9, 2023. Remedy parts are expected to be available in 1st Quarter of 2023. Owner notification letters were mailed February 28, 2023. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 22S73. This recall includes all vehicles previously recalled under 22V-191. Vehicles previously remedied under 22V-191 will need to have the new remedy performed. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0070,recall:RC0070,NHTSA_RECALLS_API,RC0070,WL062,Engine/emissions warning,Ford,Escape,2021,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0070. Campaign 23V380000. Vehicle: Ford Escape 2021. Component: ENGINE. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2023 Escape, 2022-2023 Maverick, and 2021-2023 Corsair vehicles equipped with 2.5L HEV or PHEV engines. In the event of an engine failure, engine oil and fuel vapor may be released into the engine compartment and accumulate near ignition sources such as hot engine or exhaust components, possibly resulting in an engine compartment fire. Consequence: An engine compartment fire increases the risk of injury. Remedy: Owners are advised to park and shut off the engine as quickly as possible if they hear unexpected engine noises, notice a reduction in vehicle power, or see smoke. Dealers will replace the engine long-block in 2023 Escape and Corsair vehicles. For the other vehicles, dealers will update the powertrain control module software. If a connecting rod bearing failure is detected, dealers will replace the engine long-block. All inspections and repairs will be performed free of charge. Owner notification letters were mailed on June 14, 2024. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 23S27. This recall expands and replaces recall number 22V-484. Vehicles previously repaired under 22V-484 will need to have the new remedy completed. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0071,recall:RC0071,NHTSA_RECALLS_API,RC0071,WL054,Automatic gearbox warning,Ford,Escape,2021,TRANSMISSION_POWERTRAIN,URGENT_SERVICE,TRANSMISSION_POWERTRAIN_DIAGNOSTIC,"Recall record RC0071. Campaign 24V330000. Vehicle: Ford Escape 2021. Component: POWER TRAIN:AUTOMATIC TRANSMISSION:CONTROL MODULE (TCM/PCM/TECM). Defect summary: Ford Motor Company (Ford) is recalling certain 2022-2024 Maverick, 2020-2022 Escape, and 2021-2022 Lincoln Corsair vehicles. The Hybrid Powertrain Control Module (HPCM) software may cause the vehicle to shift into neutral unexpectedly, causing a loss of drive power. Consequence: A loss of drive power increases the risk of a crash. Remedy: Dealers will update the HPCM software, free of charge. Owner notification letters were mailed May 22, 2024. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 24S33. Related warning light: WL054 (Automatic gearbox warning). Recommended service route: transmission_powertrain_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0072,recall:RC0072,NHTSA_RECALLS_API,RC0072,WL039,Airbag warning,Ford,Escape,2021,AIRBAG_SRS,URGENT_SERVICE,AIRBAG_SRS_DIAGNOSTIC,"Recall record RC0072. Campaign 24V852000. Vehicle: Ford Escape 2021. Component: EQUIPMENT:OTHER:LABELS. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2025 Explorer, Lincoln Aviator, 2020-2024 Escape, Lincoln Corsair, 2018-2024 F-150, Expedition and Lincoln Navigator vehicles. The air bag warning label may be missing from the dashboard. As such, these vehicles fail to comply with the requirement Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection."" Consequence: Without a label that shows the proper restraint usage guidelines, the occupants may have an increased risk of injury in the event of a crash. Remedy: Ford will mail owners the warning labels, free of charge. Owner notification letters were mailed December 19, 2024. Owners may call Ford customer service at 1-866-436-7332. Ford's number for this recall is 24C39. Related warning light: WL039 (Airbag warning). Recommended service route: airbag_srs_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0073,recall:RC0073,NHTSA_RECALLS_API,RC0073,WL060,Stability control off,Ford,Escape,2021,STABILITY_TRACTION_CONTROL,URGENT_SERVICE,STABILITY_CONTROL_DIAGNOSTIC,"Recall record RC0073. Campaign 24V954000. Vehicle: Ford Escape 2021. Component: ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY:MANAGEMENT SYSTEM/ENERGY CONTROL MODULE (BMS/BECM). Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2024 Ford Escape, and 2021-2024 Lincoln Corsair vehicles. A manufacturing defect in one or more of the high voltage battery cells may result in an internal short circuit and battery failure. Consequence: Battery failure can cause a loss of drive power, increasing the risk of a crash. Battery failure can also increase the risk of a fire. Remedy: Owners are advised not to charge battery till the remedy has been completed. Dealers will perform a battery energy control module (BECM) software update, and replace the high voltage battery pack, as necessary, free of charge. Owner notification letters were mailed on May 30, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 24S79. Related warning light: WL060 (Stability control off). Recommended service route: stability_control_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0074,recall:RC0074,NHTSA_RECALLS_API,RC0074,WL062,Engine/emissions warning,Ford,Escape,2021,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0074. Campaign 25V165000. Vehicle: Ford Escape 2021. Component: FUEL SYSTEM, GASOLINE:FUEL INJECTION SYSTEM. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2022 Escape and 2021-2023 Bronco Sport vehicles previously repaired incorrectly under recall numbers 22V-859 or 24V-187. A fuel injector may crack and leak fuel inside the engine compartment. Consequence: A fuel leak in the presence of an ignition source such as hot engine or exhaust components, can increase the risk of a fire. Remedy: Dealers will update the powertrain control module (PCM) software, free of charge. Owner notification letters were mailed April 22, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S21. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0075,recall:RC0075,NHTSA_RECALLS_API,RC0075,WL062,Engine/emissions warning,Ford,Escape,2021,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0075. Campaign 25V345000. Vehicle: Ford Escape 2021. Component: ENGINE. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2023 Escape, 2021-2023 Corsair, and 2022-2023 Maverick vehicles equipped with 2.5L HEV or PHEV engines that were repaired incorrectly under recall 23V380. In the event of an engine failure, engine oil and fuel vapor may be released into the engine compartment and accumulate near ignition sources such as hot engine or exhaust components, possibly resulting in an engine compartment fire. Consequence: An engine compartment fire increases the risk of injury. Remedy: Owners are advised to park and shut off the engine as quickly as possible if they hear unexpected engine noises, notice a reduction in vehicle power, or see smoke. Dealers will update the powertrain control module software, free of charge. Owner notification letters were mailed June 27, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S54. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0076,recall:RC0076,NHTSA_RECALLS_API,RC0076,WL033,Parking assist,Ford,Escape,2021,PARKING_ASSIST_CAMERA,SERVICE_SOON,PARKING_ASSIST_SENSOR_CHECK,"Recall record RC0076. Campaign 25V442000. Vehicle: Ford Escape 2021. Component: BACK OVER PREVENTION:SOFTWARE. Defect summary: Ford Motor Company (Ford) is recalling certain 2018-2022 Transit Connect, 2019-2020 MKZ, MKX, Edge, Continental, F-150, Nautilus, Fusion, 2019-2023 Ranger, Mustang, 2020-2021 EcoSport, Expedition, Navigator, 2020-2022 Escape, F-250 SD, Corsair, 2020-2023 Aviator, Transit, 2020-2024 Explorer, 2021-2024 Bronco Sport, and 2022-2024 Maverick vehicles. A software error may cause the rearview camera to display a blank image, or the image may remain on the display after the backing event has ended. Consequence: A rearview camera that displays a blank image can reduce the driver's view behind the vehicle. A rearview image that continues to be displayed after the vehicle is shifted out of reverse may distract the driver. Both of these situations can increase the risk of a crash. Remedy: Dealers will update the rearview camera software, free of charge. Owner notification letters were mailed September 4, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S72. Related warning light: WL033 (Parking assist). Recommended service route: parking_assist_sensor_check.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0077,recall:RC0077,NHTSA_RECALLS_API,RC0077,WL062,Engine/emissions warning,Ford,Escape,2021,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0077. Campaign 25V467000. Vehicle: Ford Escape 2021. Component: FUEL SYSTEM, GASOLINE:FUEL INJECTION SYSTEM. Defect summary: Ford Motor Company (Ford) is recalling certain 2021-2024 Bronco Sport and 2020-2022 Escape vehicles equipped with 1.5L engines. A fuel injector may crack and leak fuel inside the engine compartment. Consequence: A fuel leak in the presence of an ignition source, such as hot engine or exhaust components, can increase the risk of a fire. Remedy: Dealers will update the engine control software. and replace the high pressure fuel rail assembly and the fuel injector ,free of charge. As an interim repair, dealers will update the engine control software, free of charge. Interim owner notification letters notifying owners of the safety risk were mailed August 29, 2025. Second letters will be sent once the final remedy is available, anticipated in July 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S76. This recall expands and replaces previous recall numbers 22V-859, 24V187, and 25V165. Vehicles previously remedied under 22V-859, 24V187, and 25V165 will need to have the new final remedy performed once it is available. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0078,recall:RC0078,NHTSA_RECALLS_API,RC0078,WL062,Engine/emissions warning,Ford,Escape,2021,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0078. Campaign 25V685000. Vehicle: Ford Escape 2021. Component: EQUIPMENT:ELECTRICAL:ENGINE BLOCK HEATER. Defect summary: Ford Motor Company (Ford) is recalling certain 2016-2019 Lincoln MKC, 2016-2023 Explorer, 2019-2020 Fusion, 2019-2024 Ranger, 2020-2022 Lincoln Corsair, Escape, 2021-2024 Bronco, Bronco Sport, and 2022-2024 Maverick vehicles. The engine block heater may crack and develop a coolant leak, causing it to short circuit when the block heater is plugged in. Consequence: An electrical short circuit can increase the risk of a fire. Remedy: Owners are advised not to plug in their block heater until the vehicle is remedied. Dealers will replace the block heater, free of charge. Owners will also have a alternative option to replace engine block heater element with a threaded blanking plug, and remove the block heater electrical cord. Interim letters, notifying owners of the safety risk, were mailed December 3, 2025. Additional letters will be sent once the final remedy is available, anticipated September 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25SA4. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on October 15, 2025. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0079,recall:RC0079,NHTSA_RECALLS_API,RC0079,WL051,Doors open,Ford,Escape,2021,BODY_CLOSURES,SERVICE_SOON,DOOR_LATCH_SENSOR_INSPECTION,"Recall record RC0079. Campaign 25V829000. Vehicle: Ford Escape 2021. Component: STRUCTURE:BODY:HATCHBACK/LIFTGATE:HINGE AND ATTACHMENTS. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2022 Escape and 2025 Escape vehicles. The liftgate hinge covers may not be properly secured and detach from the vehicle. Consequence: A detached liftgate hinge cover can create a distraction or a road hazard, increasing the risk of a crash. Remedy: Dealers will inspect and reinstall, or replace any missing liftgate hinge covers as necessary, free of charge. Interim letters, notifying owners of the safety risk were mailed January 19, 2026. Additional letters will be sent once the final remedy is available. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25SD6. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on December 3, 2025. Related warning light: WL051 (Doors open). Recommended service route: door_latch_sensor_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
