warning_light_id,warning_light_name,symbol_label,color,severity,stop_immediately,component_category,description,possible_causes,immediate_action,recommended_service_type,rag_ready_content,source_type,source_url,review_status
WL023,Exterior light faults,bulb failure warning,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",exterior_lighting,"This dashboard symbol indicates exterior light faults or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",exterior_lighting_check_or_repair,"Warning light WL023: Exterior light faults. Symbol label: bulb failure warning. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates exterior light faults or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL024,Brake lights warning,brake lamp warning,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",exterior_lighting,"This dashboard symbol indicates brake lights warning or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",exterior_lighting_check_or_repair,"Warning light WL024: Brake lights warning. Symbol label: brake lamp warning. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates brake lights warning or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL025,Diesel particulate filter warning,diesel particulate filter,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",engine_emissions,"This dashboard symbol indicates diesel particulate filter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",engine_emissions_diagnostic,"Warning light WL025: Diesel particulate filter warning. Symbol label: diesel particulate filter. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: engine_emissions. Meaning: This dashboard symbol indicates diesel particulate filter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: engine_emissions_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL026,Trailer tow hitch warning,trailer tow hitch,green/blue/amber,informational,No.,towing_trailer,"This dashboard symbol indicates trailer tow hitch warning or a related status/fault in the towing trailer system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to towing trailer.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,trailer_tow_hitch_inspection,"Warning light WL026: Trailer tow hitch warning. Symbol label: trailer tow hitch. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: towing_trailer. Meaning: This dashboard symbol indicates trailer tow hitch warning or a related status/fault in the towing trailer system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to towing trailer. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: trailer_tow_hitch_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL027,Air suspension warning,air suspension,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",suspension,"This dashboard symbol indicates air suspension warning or a related status/fault in the suspension system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to suspension.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",suspension_system_diagnostic,"Warning light WL027: Air suspension warning. Symbol label: air suspension. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: suspension. Meaning: This dashboard symbol indicates air suspension warning or a related status/fault in the suspension system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to suspension. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: suspension_system_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL028,Lane departure warning,lane departure lines,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",adas_driver_assistance,"This dashboard symbol indicates lane departure warning or a related status/fault in the adas driver assistance system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to adas driver assistance.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",adas_camera_radar_diagnostic,"Warning light WL028: Lane departure warning. Symbol label: lane departure lines. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: adas_driver_assistance. Meaning: This dashboard symbol indicates lane departure warning or a related status/fault in the adas driver assistance system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to adas driver assistance. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: adas_camera_radar_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL029,Catalytic converter warning,catalytic converter heat,red/amber,urgent_service,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",engine_emissions,"This dashboard symbol indicates catalytic converter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",engine_emissions_diagnostic,"Warning light WL029: Catalytic converter warning. Symbol label: catalytic converter heat. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: engine_emissions. Meaning: This dashboard symbol indicates catalytic converter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: engine_emissions_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL030,Seat belt not on,seat belt reminder,red/amber,informational,No.,seat_belt_safety,"This dashboard symbol indicates seat belt not on or a related status/fault in the seat belt safety system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to seat belt safety.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,seat_belt_sensor_inspection,"Warning light WL030: Seat belt not on. Symbol label: seat belt reminder. Color: red/amber. Severity: informational. Stop immediately: No.. Component category: seat_belt_safety. Meaning: This dashboard symbol indicates seat belt not on or a related status/fault in the seat belt safety system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to seat belt safety. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: seat_belt_sensor_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL031,Parking brake light,parking brake P circle,red/amber,urgent_service,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",brake_system,"This dashboard symbol indicates that the parking brake is engaged or that there may be a fault in the parking brake or braking system. If the light remains on after releasing the parking brake, the brake system should be inspected.",Parking brake engaged; low brake fluid; parking brake switch fault; electronic parking brake actuator fault; brake system sensor fault; wiring fault; or system-specific brake control-module fault.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",brake_system_inspection,"Warning light WL031: Parking brake light. Symbol label: parking brake P circle. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service. Component category: brake_system. Meaning: This dashboard symbol indicates that the parking brake is engaged or that there may be a fault in the parking brake or braking system. If the light remains on after releasing the parking brake, the brake system should be inspected. Possible causes: Parking brake engaged; low brake fluid; parking brake switch fault; electronic parking brake actuator fault; brake system sensor fault; wiring fault; or system-specific brake control-module fault. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: brake_system_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL032,Battery/alternator warning,battery charging system,red/amber,urgent_or_immediate_stop,"Yes if red, persistent, or accompanied by abnormal vehicle behavior.",electrical_charging,"This dashboard symbol indicates battery/alternator warning or a related status/fault in the electrical charging system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to electrical charging.,Reduce electrical load and drive only to a safe service location if stable; stop if electrical systems or engine operation become unstable.,battery_charging_system_test,"Warning light WL032: Battery/alternator warning. Symbol label: battery charging system. Color: red/amber. Severity: urgent_or_immediate_stop. Stop immediately: Yes if red, persistent, or accompanied by abnormal vehicle behavior.. Component category: electrical_charging. Meaning: This dashboard symbol indicates battery/alternator warning or a related status/fault in the electrical charging system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to electrical charging. Immediate action: Reduce electrical load and drive only to a safe service location if stable; stop if electrical systems or engine operation become unstable. Recommended service type: battery_charging_system_test.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL033,Parking assist,parking assist sonar P,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",parking_assist_camera,"This dashboard symbol indicates parking assist or a related status/fault in the parking assist camera system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to parking assist camera.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",parking_assist_sensor_check,"Warning light WL033: Parking assist. Symbol label: parking assist sonar P. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: parking_assist_camera. Meaning: This dashboard symbol indicates parking assist or a related status/fault in the parking assist camera system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to parking assist camera. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: parking_assist_sensor_check.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL034,Service required,service required wrench,green/blue/amber,informational,No.,scheduled_maintenance,"This dashboard symbol indicates service required or a related status/fault in the scheduled maintenance system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to scheduled maintenance.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,scheduled_maintenance,"Warning light WL034: Service required. Symbol label: service required wrench. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: scheduled_maintenance. Meaning: This dashboard symbol indicates service required or a related status/fault in the scheduled maintenance system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to scheduled maintenance. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: scheduled_maintenance.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL035,Adaptive lighting,adaptive headlight,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",exterior_lighting,"This dashboard symbol indicates adaptive lighting or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",exterior_lighting_check_or_repair,"Warning light WL035: Adaptive lighting. Symbol label: adaptive headlight. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates adaptive lighting or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL036,Headlight range control,headlight range adjustment,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",exterior_lighting,"This dashboard symbol indicates headlight range control or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",exterior_lighting_check_or_repair,"Warning light WL036: Headlight range control. Symbol label: headlight range adjustment. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates headlight range control or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL037,Rear spoiler warning,rear spoiler,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",body_roof_spoiler,"This dashboard symbol indicates rear spoiler warning or a related status/fault in the body roof spoiler system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body roof spoiler.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",body_roof_spoiler_inspection,"Warning light WL037: Rear spoiler warning. Symbol label: rear spoiler. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: body_roof_spoiler. Meaning: This dashboard symbol indicates rear spoiler warning or a related status/fault in the body roof spoiler system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body roof spoiler. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: body_roof_spoiler_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL038,Convertible roof warning,convertible roof,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",body_roof_spoiler,"This dashboard symbol indicates convertible roof warning or a related status/fault in the body roof spoiler system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body roof spoiler.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",body_roof_spoiler_inspection,"Warning light WL038: Convertible roof warning. Symbol label: convertible roof. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: body_roof_spoiler. Meaning: This dashboard symbol indicates convertible roof warning or a related status/fault in the body roof spoiler system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body roof spoiler. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: body_roof_spoiler_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL039,Airbag warning,airbag SRS warning,red/amber,urgent_service,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",airbag_srs,"This dashboard symbol indicates airbag warning or a related status/fault in the airbag srs system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to airbag srs.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",airbag_srs_diagnostic,"Warning light WL039: Airbag warning. Symbol label: airbag SRS warning. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: airbag_srs. Meaning: This dashboard symbol indicates airbag warning or a related status/fault in the airbag srs system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to airbag srs. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: airbag_srs_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL040,Handbrakes warning,red brake exclamation,red/amber,urgent_or_immediate_stop,"Yes if red, persistent, or accompanied by abnormal vehicle behavior.",brake_system,"This dashboard symbol indicates handbrakes warning or a related status/fault in the brake system system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to brake system.,Pull over safely and do not continue driving if the warning remains red or the vehicle behaves abnormally.,brake_system_inspection,"Warning light WL040: Handbrakes warning. Symbol label: red brake exclamation. Color: red/amber. Severity: urgent_or_immediate_stop. Stop immediately: Yes if red, persistent, or accompanied by abnormal vehicle behavior.. Component category: brake_system. Meaning: This dashboard symbol indicates handbrakes warning or a related status/fault in the brake system system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to brake system. Immediate action: Pull over safely and do not continue driving if the warning remains red or the vehicle behaves abnormally. Recommended service type: brake_system_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL041,Water in the filter,water in fuel filter,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",fuel_filter_diesel,"This dashboard symbol indicates water in the filter or a related status/fault in the fuel filter diesel system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to fuel filter diesel.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",fuel_filter_service,"Warning light WL041: Water in the filter. Symbol label: water in fuel filter. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: fuel_filter_diesel. Meaning: This dashboard symbol indicates water in the filter or a related status/fault in the fuel filter diesel system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to fuel filter diesel. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: fuel_filter_service.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL042,Airbags deactivated,airbag off,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",airbag_srs,"This dashboard symbol indicates airbags deactivated or a related status/fault in the airbag srs system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to airbag srs.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",airbag_srs_diagnostic,"Warning light WL042: Airbags deactivated. Symbol label: airbag off. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: airbag_srs. Meaning: This dashboard symbol indicates airbags deactivated or a related status/fault in the airbag srs system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to airbag srs. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: airbag_srs_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
