image_id,class_folder,class_id_raw,image_file,file_ext,image_count_in_class,warning_light_id,label,label_confidence,mapping_status,image_url_or_blob_path,note,source_type,source_url
IMG0059,WL014_Key_not_in_the_vehicle,standard64_chart_14,data/images/WL014_Key_not_in_the_vehicle/standard64_crop_WL014.png,png,7,WL014,Key not in the vehicle,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL014_Key_not_in_the_vehicle/standard64_crop_WL014.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0060,WL014_Key_not_in_the_vehicle,zip_class_14,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_1.png,png,7,WL014,Key not in the vehicle,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0061,WL014_Key_not_in_the_vehicle,zip_class_14,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_2.jpg,jpg,7,WL014,Key not in the vehicle,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_2.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0062,WL014_Key_not_in_the_vehicle,zip_class_14,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_3.jpeg,jpeg,7,WL014,Key not in the vehicle,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_3.jpeg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0063,WL014_Key_not_in_the_vehicle,zip_class_14,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_4.png,png,7,WL014,Key not in the vehicle,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_4.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0064,WL014_Key_not_in_the_vehicle,zip_class_14,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_5.jpg,jpg,7,WL014,Key not in the vehicle,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_5.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0065,WL014_Key_not_in_the_vehicle,zip_class_14,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_6.png,png,7,WL014,Key not in the vehicle,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL014_Key_not_in_the_vehicle/uploaded_zip_14_14_6.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0066,WL015_Key_fob_battery_low,standard64_chart_15,data/images/WL015_Key_fob_battery_low/standard64_crop_WL015.png,png,4,WL015,Key fob battery low,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL015_Key_fob_battery_low/standard64_crop_WL015.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0067,WL015_Key_fob_battery_low,zip_class_15,data/images/WL015_Key_fob_battery_low/uploaded_zip_15_re_15_1.png,png,4,WL015,Key fob battery low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL015_Key_fob_battery_low/uploaded_zip_15_re_15_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0068,WL015_Key_fob_battery_low,zip_class_15,data/images/WL015_Key_fob_battery_low/uploaded_zip_15_re_15_2.jpg,jpg,4,WL015,Key fob battery low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL015_Key_fob_battery_low/uploaded_zip_15_re_15_2.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0069,WL015_Key_fob_battery_low,zip_class_15,data/images/WL015_Key_fob_battery_low/uploaded_zip_15_re_15_3.png,png,4,WL015,Key fob battery low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL015_Key_fob_battery_low/uploaded_zip_15_re_15_3.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0070,WL016_Distance_warning,hyundai:3-fwd-safety-blue.svg,data/images/WL016_Distance_warning/hyundai_3-fwd-safety-blue.svg,svg,9,WL016,Distance warning,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/hyundai_3-fwd-safety-blue.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0071,WL016_Distance_warning,hyundai:fwd-safety.svg,data/images/WL016_Distance_warning/hyundai_fwd-safety.svg,svg,9,WL016,Distance warning,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/hyundai_fwd-safety.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0072,WL016_Distance_warning,hyundai:icon-fwd-safety-blurb.svg,data/images/WL016_Distance_warning/hyundai_icon-fwd-safety-blurb.svg,svg,9,WL016,Distance warning,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/hyundai_icon-fwd-safety-blurb.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0073,WL016_Distance_warning,standard64_chart_16,data/images/WL016_Distance_warning/standard64_crop_WL016.png,png,9,WL016,Distance warning,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/standard64_crop_WL016.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0074,WL016_Distance_warning,zip_class_16,data/images/WL016_Distance_warning/uploaded_zip_16_16_1.png,png,9,WL016,Distance warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/uploaded_zip_16_16_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0075,WL016_Distance_warning,zip_class_16,data/images/WL016_Distance_warning/uploaded_zip_16_16_2.png,png,9,WL016,Distance warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/uploaded_zip_16_16_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0076,WL016_Distance_warning,zip_class_16,data/images/WL016_Distance_warning/uploaded_zip_16_16_3.png,png,9,WL016,Distance warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/uploaded_zip_16_16_3.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0077,WL016_Distance_warning,zip_class_16,data/images/WL016_Distance_warning/uploaded_zip_16_16_4.jpg,jpg,9,WL016,Distance warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/uploaded_zip_16_16_4.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0078,WL016_Distance_warning,zip_class_16,data/images/WL016_Distance_warning/uploaded_zip_16_16_5.jpg,jpg,9,WL016,Distance warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL016_Distance_warning/uploaded_zip_16_16_5.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0079,WL017_Press_clutch_pedal,standard64_chart_17,data/images/WL017_Press_clutch_pedal/standard64_crop_WL017.png,png,6,WL017,Press clutch pedal,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL017_Press_clutch_pedal/standard64_crop_WL017.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0080,WL017_Press_clutch_pedal,zip_class_17,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_1.png,png,6,WL017,Press clutch pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0081,WL017_Press_clutch_pedal,zip_class_17,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_2.png,png,6,WL017,Press clutch pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0082,WL017_Press_clutch_pedal,zip_class_17,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_3.jpg,jpg,6,WL017,Press clutch pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_3.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0083,WL017_Press_clutch_pedal,zip_class_17,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_4.png,png,6,WL017,Press clutch pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_4.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0084,WL017_Press_clutch_pedal,zip_class_17,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_5.png,png,6,WL017,Press clutch pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL017_Press_clutch_pedal/uploaded_zip_17_17_5.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0085,WL018_Press_brake_pedal,standard64_chart_18,data/images/WL018_Press_brake_pedal/standard64_crop_WL018.png,png,7,WL018,Press brake pedal,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL018_Press_brake_pedal/standard64_crop_WL018.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0086,WL018_Press_brake_pedal,zip_class_18,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_1.png,png,7,WL018,Press brake pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0087,WL018_Press_brake_pedal,zip_class_18,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_2.jpg,jpg,7,WL018,Press brake pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_2.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0088,WL018_Press_brake_pedal,zip_class_18,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_3.png,png,7,WL018,Press brake pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_3.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0089,WL018_Press_brake_pedal,zip_class_18,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_4.png,png,7,WL018,Press brake pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_4.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0090,WL018_Press_brake_pedal,zip_class_18,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_5.png,png,7,WL018,Press brake pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_5.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0091,WL018_Press_brake_pedal,zip_class_18,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_6.png,png,7,WL018,Press brake pedal,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL018_Press_brake_pedal/uploaded_zip_18_18_6.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0092,WL019_Steering_lock_warning,standard64_chart_19,data/images/WL019_Steering_lock_warning/standard64_crop_WL019.png,png,6,WL019,Steering lock warning,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL019_Steering_lock_warning/standard64_crop_WL019.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0093,WL019_Steering_lock_warning,zip_class_19,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_1.png,png,6,WL019,Steering lock warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0094,WL019_Steering_lock_warning,zip_class_19,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_2.png,png,6,WL019,Steering lock warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0095,WL019_Steering_lock_warning,zip_class_19,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_3.png,png,6,WL019,Steering lock warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_3.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0096,WL019_Steering_lock_warning,zip_class_19,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_4.png,png,6,WL019,Steering lock warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_4.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0097,WL019_Steering_lock_warning,zip_class_19,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_5.png,png,6,WL019,Steering lock warning,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL019_Steering_lock_warning/uploaded_zip_19_19_5.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0098,WL020_Main_beam_headlights,standard64_chart_20,data/images/WL020_Main_beam_headlights/standard64_crop_WL020.png,png,7,WL020,Main beam headlights,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL020_Main_beam_headlights/standard64_crop_WL020.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0099,WL020_Main_beam_headlights,zip_class_20,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_1.png,png,7,WL020,Main beam headlights,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0100,WL020_Main_beam_headlights,zip_class_20,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_2.jpg,jpg,7,WL020,Main beam headlights,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_2.jpg,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0101,WL020_Main_beam_headlights,zip_class_20,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_3.png,png,7,WL020,Main beam headlights,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_3.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0102,WL020_Main_beam_headlights,zip_class_20,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_4.png,png,7,WL020,Main beam headlights,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_4.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0103,WL020_Main_beam_headlights,zip_class_20,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_5.png,png,7,WL020,Main beam headlights,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_5.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0104,WL020_Main_beam_headlights,zip_class_20,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_6.png,png,7,WL020,Main beam headlights,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL020_Main_beam_headlights/uploaded_zip_20_20_6.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0105,WL021_Tyre_pressure_low,hyundai:3-low-tire-blue.svg,data/images/WL021_Tyre_pressure_low/hyundai_3-low-tire-blue.svg,svg,9,WL021,Tyre pressure low,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/hyundai_3-low-tire-blue.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0106,WL021_Tyre_pressure_low,hyundai:icon-low-tire-blurb.svg,data/images/WL021_Tyre_pressure_low/hyundai_icon-low-tire-blurb.svg,svg,9,WL021,Tyre pressure low,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/hyundai_icon-low-tire-blurb.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0107,WL021_Tyre_pressure_low,hyundai:low-tire.svg,data/images/WL021_Tyre_pressure_low/hyundai_low-tire.svg,svg,9,WL021,Tyre pressure low,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/hyundai_low-tire.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0108,WL021_Tyre_pressure_low,standard64_chart_21,data/images/WL021_Tyre_pressure_low/standard64_crop_WL021.png,png,9,WL021,Tyre pressure low,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/standard64_crop_WL021.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0109,WL021_Tyre_pressure_low,zip_class_21,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_1.png,png,9,WL021,Tyre pressure low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0110,WL021_Tyre_pressure_low,zip_class_21,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_2.png,png,9,WL021,Tyre pressure low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0111,WL021_Tyre_pressure_low,zip_class_21,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_3.png,png,9,WL021,Tyre pressure low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_3.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0112,WL021_Tyre_pressure_low,zip_class_21,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_4.png,png,9,WL021,Tyre pressure low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_4.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0113,WL021_Tyre_pressure_low,zip_class_21,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_5.png,png,9,WL021,Tyre pressure low,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL021_Tyre_pressure_low/uploaded_zip_21_21_5.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0114,WL022_Sidelight_information,standard64_chart_22,data/images/WL022_Sidelight_information/standard64_crop_WL022.png,png,3,WL022,Sidelight information,reference_chart_numbered_crop,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL022_Sidelight_information/standard64_crop_WL022.png,Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,reference_64_dashboard_chart_crop,https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png
IMG0115,WL022_Sidelight_information,zip_class_22,data/images/WL022_Sidelight_information/uploaded_zip_22_re_22_1.png,png,3,WL022,Sidelight information,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL022_Sidelight_information/uploaded_zip_22_re_22_1.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0116,WL022_Sidelight_information,zip_class_22,data/images/WL022_Sidelight_information/uploaded_zip_22_re_22_2.png,png,3,WL022,Sidelight information,high_class_number_from_uploaded_dataset,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL022_Sidelight_information/uploaded_zip_22_re_22_2.png,Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,uploaded_dataset_zip,local:user_provided_warning_light_image_dataset.zip
IMG0117,WL023_Exterior_light_faults,hyundai:3-led-blue.svg,data/images/WL023_Exterior_light_faults/hyundai_3-led-blue.svg,svg,9,WL023,Exterior light faults,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL023_Exterior_light_faults/hyundai_3-led-blue.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
IMG0118,WL023_Exterior_light_faults,hyundai:icon-led-blurb.svg,data/images/WL023_Exterior_light_faults/hyundai_icon-led-blurb.svg,svg,9,WL023,Exterior light faults,high_official_icon_filename_mapping,MAPPED_TO_STANDARD_64_WARNING_LIGHT,data/images/WL023_Exterior_light_faults/hyundai_icon-led-blurb.svg,Hyundai official SVG mapped by filename to the closest 64-standard class.,official_hyundai_warning_light_icon,https://service.hyundaiusa.com/en/warning-lights.html
